S.Aci16581III	S.Aci16581III
M.PfrJS11I	M.Gsu3922V
M.PfrJS11I	M.Pha13077I
M.PfrJS11I	M.Pha13076I
M.PfrJS11I	M.PyaNHR1II
M.PfrJS11I	M.Hfo6591III
M.PfrJS11I	M.MspPH06I
M.PfrJS11I	M.Psp0601II
M.PfrJS11I	M.Ssp714I
M.PfrJS11I	M.Tpa10741I
M.PfrJS11I	M.Rgo13296III
M.PfrJS11I	M.Nfa1509I
M.PfrJS11I	M.Nfa11134II
M.PfrJS11I	M.Rrh630II
M.PfrJS11I	M.Rrh10210II
M.PfrJS11I	M.SspCFMR7I
M.PfrJS11I	M.Bau1420I
S.PfrJS11I	S.PfrJS11I
S.PfrJS11II	S.PfrJS11II
S.PfrJS11II	S.Pfr20271I
S.PfrJS12I	S.PfrJS12I
PfrJS12V	PfrJS12V
PfrJS12V	PfrUF1II
PfrJS12V	PfrJS2IV
PfrJS12V	PfrJS15III
S.PfrJS17I	S.PfrJS17I
S1.PfrJS18I	S1.PfrJS18I
S1.PfrJS18I	S1.PfrJS14III
M.PfrJS20I	M.PfrJS20I
S.PfrJS20II	S.PfrJS20II
S.PfrJS20III	S.PfrJS20III
S.PfrJS20III	S.PfrJS9I
S.PfrJS21I	S.PfrJS21I
S.PfrJS21I	S.PfrJS22I
M.PfrJS22II	M.PfrJS22II
M.PfrJS22III	M.PfrJS22III
M.PfrJS22III	M.PfrJSI
M.Pfu167I	M.Pfu167I
M.Pfu167I	M.Bma65I
M.Pfu167I	M.ZalSM2II
M.Pfu167I	M.AbaBs12I
S.Pfu17724I	S.Pfu17724I
M.Pfu17724II	M.Pfu17724II
S.PfuZJU1I	S.PfuZJU1I
S.PfuZJU1II	S.PfuZJU1II
PgaP73II	PgaP73II
PgaP73II	PinP59III
PgaP73II	PinP10III
PgaP73II	PinP23II
PgaP73II	PinP30IV
M.PgaP128II	M.PgaP128II
S.PgaP128II	S.PgaP128II
S.PgaP128III	S.PgaP128III
PgaP128IV	PgaP128IV
PgaP128IV	PgaP73III
M.PgaP129IV	M.PgaP129IV
S.Pgr15220I	S.Pgr15220I
S.Pha13076I	S.Pha13076I
S.Pha13077I	S.Pha13077I
M.Phe12003I	M.Phe12003I
M.Phe12003I	M.Kcr12993II
M.Phe12003I	M.Psp2401I
M.Phe12003I	M.Bva9239I
M.Phe12003I	M.GsuRed1VI
M.Phe12003I	M.Sku7850SIII
M.Phe12003I	M.Vfu13120I
S.Phe12003II	S.Phe12003II
M.PhiF0411II	M.PhiF0411II
M.PhiF0411II	M.Pin1653I
M.PhiF0411II	M.Pin1945II
M.PhiF0411II	M.Pin2734I
M.PhiF0411II	M.Pje697V
M.PhiF0411II	M.PjeF0106IV
M.PhiF0411II	M.Pme0300II
M.PhiF0411II	M.Pme306III
M.PhiF0411II	M.Psc17725II
M.PhiF0411II	M.Ble4824I
ScrFI	ScrFI
ScrFI	LlaMI
SdaI	SdaI
M.SdaI	M.SdaI
S.Sde12225II	S.Sde12225II
S.Sde12225II	S.Sde12225I
M.Sde12225IV	M.Sde12225IV
SdeAI	SdeAI
SdeAII	SdeAII
M.SdeAII	M.SdeAII
M.SdeAII	M.Mmo63II
M.SdeAII	M.Mmo172II
M.SdeAII	M.Mmo365I
M.SdeAIII	M.SdeAIII
M.SdeAIII	M.Asu14238I
M.SdeAIII	M.Lsp48II
M.SdeAIII	M.LspLP1II
M.SdeAIII	M.BcaHPQLI
M.SdeAIII	M.Cca11921I
M.SdeAIII	M.Cje11351II
M.SdeAIII	M.CspF0512I
M.SdeAIII	M.Csp10654I
M.SdeAIII	M.Nla10616I
M.SdeAIII	M.Nla10617I
M.SdeAIII	M.Nla10618I
M.SdeAIII	M.NsaI
M.SdeAV	M.SdeAV
M.SdeAV	M.Cis15098I
M.SdeAV	M.Csp12474I
M.SdeAV	M.Fba8II
M.SdeAV	M.Rba9517II
S.SdeAV	S.SdeAV
M.Sdo11391II	M.Sdo11391II
S.Sdo11391III	S.Sdo11391III
S.Sdo11391III	S.Sso12279II
S.Sdy4671I	S.Sdy4671I
Sdy5370I	Sdy5370I
Sdy5370I	Mcu11820I
S2.Sdy5371I	S2.Sdy5371I
S2.Sdy5371I	S1.Sso12279I
S2.Sdy5371I	S.Sub4674I
M.Sdy6181I	M.Sdy6181I
S.Sdy6407II	S.Sdy6407II
Sdy9603I	Sdy9603I
Sdy9603I	Csp12474V
Sdy9603I	Cur10941I
Sdy9603I	Fnu11326II
Sdy9603I	Gpa4557II
Sdy9603I	HdeNY26I
Sdy9603I	HdeZA17I
Sdy9603I	Hso63250II
Sdy9603I	Nan12227I
Sdy9603I	Sdy7136I
Sdy9603I	Hpy99XXII
Sdy9603I	HpyLIM6XII
Sdy9603I	HpyMT5105XV
Sdy9603I	Vga43942II
M1.Sdy10321I	M1.Sdy10321I
M.Sdy11554I	M.Sdy11554I
S.Sdy11565II	S.Sdy11565II
S.Sdy12039I	S.Sdy12039I
M.Sdy12039II	M.Sdy12039II
M.Sdy12039II	M.Cfr6266I
M.Sdy12039II	M.Eco10959III
M.Sdy12039II	M.Kpn9137I
M.Sdy12039II	M.Sma121II
M.Sdy12039II	M.Sso30I
M.Sdy12039II	M.AveCB51II
M.Sdy12039II	M.Sal150735II
Sdy13762I	Sdy13762I
Sdy13762I	Sdy6407I
M1.Sdy13762I	M1.Sdy13762I
M1.Sdy13762I	M2.Sdy6407I
M2.Sdy13762I	M2.Sdy13762I
M2.Sdy13762I	M1.Sdy6407I
Sdy13762II	Sdy13762II
SelPI	SelPI
M.SelPI	M.SelPI
M.SelPI	M.Awo1030I
M.SelPI	M.Lsp48I
Sen13III	Sen13III
Sen13III	Sen5713II
Sen13III	Ssp11881IV
S.Sen55II	S.Sen55II
S.Sen55II	S.Cwe364I
S.Sen55II	S.Sen10401I
S.Sen92III	S.Sen92III
S.Sen92III	S.KoxNIH4I
S.Sen92III	S.SenWT8I
S.Sen92III	S.Sfl29903I
M.Sen129II	M.Sen129II
M.Sen129II	M.AhyYL17IV
M.Sen129II	M.AspNIH5II
M.Sen129II	M.AveC4II
M.Sen129II	M.CfrHM38I
M.Sen129II	M.CfrMH15I
M.Sen129II	M.CfrMH17I
M.Sen129II	M.Cko10770I
M.Sen129II	M.Cko10810I
M.Sen129II	M.Cko11076I
M.Sen129II	M.Cwe364I
M.Sen129II	M.Eco293I
M.Sen129II	M.Eco299I
M.Sen129II	M.Eco644II
M.Sen129II	M.Eco933I
M.Sen129II	M.Eco1130I
M.Sen129II	M.Eco3274I
M.Sen129II	M.Eco8003II
M.Sen129II	M.Eco9006I
M.Sen129II	M.Eco9022I
M.Sen129II	M.Eco9026III
M.Sen129II	M.Eco9047I
M.Sen129II	M.Eco9083I
M.Sen129II	M.Eco10767I
M.Sen129II	M.Eco10957I
M.Sen129II	M.Eco10974I
M.Sen129II	M.Eco11022II
M.Sen129II	M.Eco11111I
M.Sen129II	M.Eco11126I
M.Sen129II	M.EcoAI
M.Sen129II	M.EcoAO83I
M.Sen129II	M.EcoC9120I
M.Sen129II	M.EcoC9705I
M.Sen129II	M.EcoEI
M.Sen129II	M.Eta370III
M.Sen129II	M.Hal5920I
M.Sen129II	M.Kas9737II
M.Sen129II	M.KmiK2405I
M.Sen129II	M.Kox28I
M.Sen129II	M.Kox8167I
M.Sen129II	M.Kox9149I
M.Sen129II	M.Kox9161I
M.Sen129II	M.Kox9186II
M.Sen129II	M.Kox11683II
M.Sen129II	M.KoxNIH2III
M.Sen129II	M.KoxNIH4I
M.Sen129II	M.Kpn39III
M.Sen129II	M.Kpn0080II
M.Sen129II	M.Mmo172I
M.Sen129II	M.Mmo232I
M.Sen129II	M.Mmo235I
M.Sen129II	M.Mmo365II
M.Sen129II	M.Pre7476I
M.Sen129II	M.PreB001II
M.Sen129II	M.Pst87II
M.Sen129II	M.Ror24724II
M.Sen129II	M.Rpl10263I
M.Sen129II	M.Sbo1621I
M.Sen129II	M.Sbo2708I
M.Sen129II	M.Sen55II
M.Sen129II	M.Sen92III
M.Sen129II	M.Sen218II
M.Sen129II	M.Sen255III
M.Sen129II	M.Sen0738I
M.Sen129II	M.Sen1929I
M.Sen129II	M.Sen3124II
M.Sen129II	M.Sen3387I
M.Sen129II	M.Sen5747III
M.Sen129II	M.Sen6802II
M.Sen129II	M.Sen7102I
M.Sen129II	M.Sen7832I
M.Sen129II	M.Sen9606III
M.Sen129II	M.Sen9936I
M.Sen129II	M.Sen10056III
M.Sen129II	M.Sen10401I
M.Sen129II	M.Sen10536V
M.Sen129II	M.Sen10729II
M.Sen129II	M.Sen18747III
M.Sen129II	M.Sen51958I
M.Sen129II	M.Sen76213I
M.Sen129II	M.SenK002I
M.Sen129II	M.Sfl670I
M.Sen129II	M.Sfl8520I
M.Sen129II	M.Sfl89141I
M.Sen129II	M.SmaUMH9II
M.Sen129II	M.Spu10737II
M.Sen129II	M.Squ13194I
M.Sen129II	M.StySKI
M.Sen129II	M.Van11008II
M.Sen129II	M.Vpa191I
M.Sen129II	M.VpaSM3III
M.Sen129II	M.Vsp61001III
M.Sen129II	M.Vvu36I
M.Sen129II	M.Vvu117I
M.Sen129II	M.VvuCMCP6I
M.Sen129II	M.AcoA42I
M.Sen129II	M.HspRAC07I
M.Sen129II	M.Aha10306II
M.Sen129II	M.Aju10307IV
M.Sen129II	M.Alw5866I
M.Sen129II	M.Apl10976III
M.Sen129II	M.Apl11384II
M.Sen129II	M.Bpi12874IV
M.Sen129II	M.Mha184V
M.Sen129II	M.AvaXI
M.Sen129II	M.BpsM1IV
M.Sen129II	M.Cbe13035I
M.Sen129II	M.AciII
M.Sen129II	M.Bli8721I
M.Sen129II	M.BpaFA6I
M.Sen129II	M.Csp205I
M.Sen129II	M.Ega8736I
M.Sen129II	M.Jda07I
M.Sen129II	M.LspCC1I
M.Sen129II	M.Psp912II
M.Sen129II	M.Cpa18696II
M.Sen129II	M.Gsp300II
M.Sen129II	M.Ccl42aIII
M.Sen129II	M.Msp412I
M.Sen129II	M.Abr4038II
M.Sen129II	M.Bps7894III
M.Sen129II	M.GsuRed1VII
M.Sen129II	M.Hsp116II
M.Sen129II	M.Oba14III
M.Sen129II	M.Pae63IV
M.Sen129II	M.Pae10782I
M.Sen129II	M.PfrAS1I
M.Sen129II	M.Plu11842I
M.Sen129II	M.Pmo171I
M.Sen129II	M.Ppu13185I
M.Sen129II	M.Pse18267II
M.Sen129II	M.PspR2A2I
M.Sen129II	M.Pst10450II
M.Sen129II	M.PviYsS1I
M.Sen129II	M.Xax8raI
M.Sen129II	M.Xor256II
M.Sen129II	M.Xor279I
M.Sen129II	M.Xor7331I
M.Sen129II	M.Xor7341II
M.Sen129II	M.Xor7342II
M.Sen129II	M.XorOR1II
M.Sen129II	M.Psp88II
M.Sen129II	M.Cal14237II
M.Sen129II	M.PyaNHR1III
M.Sen129II	M.RbaPBA2bI
M.Sen129II	M.Sna507VII
M.Sen129II	M.Ssp53I
M.Sen129II	M.MdeFJG1III
M.Sen129II	M.Van12159I
M.Sen129II	M.MprAceLVI
M.Sen129II	M.Vvu13647I
M.Sen129II	M.XbaD13I
S.Ssp146I	S.Ssp146I
S.Ssp192I	S.Ssp192I
M1.Ssp281I	M1.Ssp281I
M1.Ssp281I	M2.Slo00643I
M2.Ssp281I	M2.Ssp281I
M2.Ssp281I	M1.Slo00643I
M.Ssp281II	M.Ssp281II
M.Ssp281II	M.Slo00643II
S.Ssp354I	S.Ssp354I
S.Ssp431I	S.Ssp431I
S.Ssp592I	S.Ssp592I
S.Ssp714I	S.Ssp714I
Ssp714II	Ssp714II
M.Ssp920I	M.Ssp920I
S.Ssp1112I	S.Ssp1112I
M.Ssp1112II	M.Ssp1112II
S.Ssp1112II	S.Ssp1112II
M.Ssp2412I	M.Ssp2412I
M.Ssp3180I	M.Ssp3180I
M.Ssp3180I	M.Lsp13I
S.Ssp3180I	S.Ssp3180I
M.Ssp6714I	M.Ssp6714I
M.Ssp6714I	M.Cla13003IV
M.Ssp6714II	M.Ssp6714II
M.Ssp6714II	M.LlaDI
M.Ssp6714II	M.Nsp0038III
M.Ssp6714III	M.Ssp6714III
Ssp6714IV	Ssp6714IV
Ssp6714IV	AquIV
Ssp6803IV	Ssp6803IV
M.Ssp6803V	M.Ssp6803V
S.Ssp39006I	S.Ssp39006I
S.Ssp39006I	S.CspNIH10I
S.Ssp107133II	S.Ssp107133II
M.SspB345I	M.SspB345I
M.SspBB001I	M.SspBB001I
S.SspCFMR7I	S.SspCFMR7I
M.SspF0704I	M.SspF0704I
M.SspF0704I	M.CmaLM2II
M.SspF0704I	M.LmoJ3I
M.SspF0704I	M.Sau7485II
M.SspF0704I	M.Sau8726III
S.SspF0704II	S.SspF0704II
S1.SspF0704III	S1.SspF0704III
S1.SspF0704III	S.Ssa7366I
M.SspG1I	M.SspG1I
M.SspJOR1II	M.SspJOR1II
M.SspJOR1III	M.SspJOR1III
M.SspJS71II	M.SspJS71II
M.SspLM7II	M.SspLM7II
M.SspLM7III	M.SspLM7III
S.SspLRE541I	S.SspLRE541I
S.SspM41I	S.SspM41I
S.SspMR4yII	S.SspMR4yII
M1.SspP33II	M1.SspP33II
S.SspP33III	S.SspP33III
S.SspP33IV	S.SspP33IV
M.SspP37I	M.SspP37I
M.SspP37I	M.SspP33I
M.SspR4I	M.SspR4I
S.SspR4I	S.SspR4I
S.SspRAC02I	S.SspRAC02I
S.SspRSPHI	S.SspRSPHI
S.Ahy103I	S.Ahy103I
S.AhyRBAHIII	S.AhyRBAHIII
AhyYL17I	AhyYL17I
AhyYL17I	AcoY31II
AhyYL17I	Kpn2044I
AhyYL17I	PspR84I
S.AhyYL17II	S.AhyYL17II
S.AhyYL17III	S.AhyYL17III
S.Ain13520I	S.Ain13520I
M.Ais12972I	M.Ais12972I
M.Ais12972I	M.Blu1784I
M.Ais12972I	M.Jde301I
M.Ais12972I	M.Krh302I
M.Ais12972I	M.Tde17540I
S.Ais12972I	S.Ais12972I
S.Aje13652II	S.Aje13652II
M.AjeJS279I	M.AjeJS279I
S.Ajo10308I	S.Ajo10308I
S.Aju10307II	S.Aju10307II
S.Aju10307II	S.Acc65IV
S.Aju10307III	S.Aju10307III
S.Aju10307III	S.Aca7364II
M.AkaG10I	M.AkaG10I
M.AkaG10I	M.Bth236I
M.AkaG10I	M.BsrFIV
M.Ala02I	M.Ala02I
S.Ala10116II	S.Ala10116II
AloI	AloI
AloI	PpiI
AloI	TstI
AluI	AluI
M.AluI	M.AluI
M.AluBI	M.AluBI
Alw26I	Alw26I
M.Alw26I	M.Alw26I
M.AmaHL49I	M.AmaHL49I
M.AmaHL49I	M.CrhXL97II
M.AmaHL49I	M.AviKJ1I
M.AmaHL49I	M.Cta13490I
M.AmaHL49I	M.Lsp12082I
S.AmaHL49I	S.AmaHL49I
S.AmaHL49II	S.AmaHL49II
S.AmaHL49III	S.AmaHL49III
S.AmiI	S.AmiI
S.AmuI	S.AmuI
M.AmuII	M.AmuII
M.Ano129II	M.Ano129II
S.Ano129II	S.Ano129II
S.Ano129III	S.Ano129III
S.Aoc9810I	S.Aoc9810I
M.Aoc10150I	M.Aoc10150I
Aod1I	Aod1I
S.Aol110486I	S.Aol110486I
Aor13HI	Aor13HI
S.AorT14I	S.AorT14I
ApaI	ApaI
M.ApaI	M.ApaI
M.Apa1590IV	M.Apa1590IV
M.Apa1590IV	M.AspJWBI
M.Apa1590IV	M.AspKB6II
M.Apa1590IV	M.AspKB6III
M.Apa1590IV	M.Aci16581II
M.Apa1590IV	M.PaeC59II
M.Apa1590IV	M.Ade3I
M.Apa1590IV	M.Pae63II
M.Apa1590IV	M.Pae10727I
M.Apa1590IV	M.Pae11452I
M.Apa1590IV	M.Pfl9428I
M.Apa1590IV	M.Psp42545I
M.Apa1590IV	M.PspABC1II
M.Apa1590IV	M.PspD7DI
M.Apa1590IV	M.Sdy11565I
S.Apa1590IV	S.Apa1590IV
S.Apa1591I	S.Apa1591I
S.Apa1591I	S.Apa1590III
M.Apa1591IIA	M.Apa1591IIA
M.Apa1591IIB	M.Apa1591IIB
S.Apa1591II	S.Apa1591II
S.Apa3564I	S.Apa3564I
S.Apa3564II	S.Apa3564II
S.Apa3564III	S.Apa3564III
M.Apa3564IV	M.Apa3564IV
M.Apa3564IV	M.BcoSlacI
Bau1419II	Bau1419II
Bau1419II	PfrJS12IV
S.Bau1420I	S.Bau1420I
M.Bau1421I	M.Bau1421I
S.Bau1421I	S.Bau1421I
M.Bau1421II	M.Bau1421II
M.Bau1421II	M.AorT14II
M.Bau1421II	M.Asp897II
M.Bau1421II	M.AspF0496II
M.Bau1421II	M.HspR1II
M.Bau1421II	M.LveSMR4rIII
M.Bau1421II	M.MspWY10I
M.Bau1421II	M.Pau13651I
S.Bav12033I	S.Bav12033I
M.Bbi10471I	M.Bbi10471I
M.Bbi10471I	M.Blo30698I
S2.Bbi13001III	S2.Bbi13001III
S3.Bbi13001III	S3.Bbi13001III
S1.BbiDII	S1.BbiDII
M.Bbr01I	M.Bbr01I
M.Bbr01I	M.BbrL01I
Bbr02I	Bbr02I
M.Bbr02II	M.Bbr02II
M.Bbr02II	M.Bbr56I
M.Bbr02II	M.BloAI
M.Bbr17I	M.Bbr17I
M.Bbr17I	M.Bbr51II
S1.Bbr17III	S1.Bbr17III
S1.Bbr28I	S1.Bbr28I
M.Bbr28II	M.Bbr28II
M.Bbr28II	M.Ame712I
M.Bbr28II	M.Bbr09I
M.Bbr50I	M.Bbr50I
M.Bbr50I	M.BkaJ1I
Bbr51I	Bbr51I
Bbr51I	Bbr11I
Bbr52I	Bbr52I
Bbr52I	Bbr09I
M.Bbr56III	M.Bbr56III
M.Bbr56III	M.Bbr26II
S1.Bbr57I	S1.Bbr57I
S1.Bbr82I	S1.Bbr82I
S1.Bbr82I	S1.Bbr26III
S1.Bbr82I	S1.BloY08I
S1.Bbr215III	S1.Bbr215III
M.Bbr588I	M.Bbr588I
M.Bbr588I	M.Ssp292I
S2.Bbr4321II	S2.Bbr4321II
M.Bbr7017I	M.Bbr7017I
M.Bbr8762I	M.Bbr8762I
M.Bbr8762I	M.Bbr8344I
M.Bbr8762I	M.Bpa5952I
M.Bbr8762I	M.Bpe137II
S4.Bbr11815I	S4.Bbr11815I
R1.BbrUI	R1.BbrUI
BbrUII	BbrUII
BbrUIII	BbrUIII
BbuB31I	BbuB31I
BbuB31II	BbuB31II
BbvCIA	BbvCIA
BbvCIB	BbvCIB
M1.BbvCI	M1.BbvCI
M2.BbvCI	M2.BbvCI
S.BcaHPQLII	S.BcaHPQLII
S.BcaHPQLIII	S.BcaHPQLIII
M.Bce187III	M.Bce187III
Bce3081I	Bce3081I
M.Bce13417III	M.Bce13417III
S.Bce13417III	S.Bce13417III
M.Bce13417IV	M.Bce13417IV
M.Bce13417IV	M.Eco9031II
M.Bce14579I	M.Bce14579I
S.Cbo13037IV	S.Cbo13037IV
S.Cbo67071I	S.Cbo67071I
S.Cbo67071I	S.Cbo1195I
S.Cbo67071I	S.Cbo13037I
S.Cbo67071II	S.Cbo67071II
S.Cbo67190II	S.Cbo67190II
S.Cbo67190II	S.CboF160III
S.Cbo67190II	S1.Cpe3182I
S.Cbo67190II	S.Csp275II
S.Cbo69094II	S.Cbo69094II
S.CboA634II	S.CboA634II
M.CboAf650II	M.CboAf650II
S.CboAf650II	S.CboAf650II
CboB305II	CboB305II
M.CboB742II	M.CboB742II
M.CboB742II	M.Cdi20472I
S.CboB742II	S.CboB742II
S.CboBDI	S.CboBDI
S.CboF160II	S.CboF160II
S.CboF160II	S.Cbo67190I
S.CboF634II	S.CboF634II
S.CboF634III	S.CboF634III
S.CboF634III	S.Lum23576I
S.CboMI	S.CboMI
S.CboST7BII	S.CboST7BII
S1.Cca12242I	S1.Cca12242I
M.Cca12242II	M.Cca12242II
S.CcaP7I	S.CcaP7I
S.CcaP7II	S.CcaP7II
S.CcaP7III	S.CcaP7III
CcaP7IV	CcaP7IV
CcaP7V	CcaP7V
M.CcaP7VI	M.CcaP7VI
M.CcaP7VI	M.Cbo1632III
M.CcaP7VI	M.CthIII
M.CcaP7VII	M.CcaP7VII
M.Cce100I	M.Cce100I
M.Cce100I	M.Kmi24235II
M.Cce100I	M.YroYRAII
Cce743I	Cce743I
M.Cce743I	M.Cce743I
Cce743II	Cce743II
M.Cce743II	M.Cce743II
CchI	CchI
CchII	CchII
S1.Cch7528I	S1.Cch7528I
S2.Cch7528I	S2.Cch7528I
M.Cch7528II	M.Cch7528II
Cch7528III	Cch7528III
Cch7528III	Cfa8380I
Cch7528III	Cpe10578V
Cch7528III	Cpe13170II
S.Ccl42aIII	S.Ccl42aIII
Cco280IV	Cco280IV
Cco280IV	Cco9557V
Cco280IV	Cco11437II
Cco280IV	Cco12143II
Cco0281I	Cco0281I
M.Cco0281II	M.Cco0281II
M.Cco0281II	M.HhaII
M.Cco0281II	M.Che12470III
M.Cco0281III	M.Cco0281III
M.Cco0281III	M.Cco280II
M.Cco0281III	M.Cco11366V
M.Cco0281III	M.Cco12570I
M.Cco0281III	M.Cje262II
M.Cco0281III	M.Cje263I
M.Cco0281III	M.Cje264II
M.Cco0281III	M.Cje266I
M.Cco0281III	M.Cje295I
M.Cco0281III	M.Cje421I
M.Cco0281III	M.Cje11351I
M.Cco0281III	M.Cje11848I
M.Cco0281III	M.Cje11924I
M.Cco0281III	M.Cje11925II
M.Cco0281III	M.Cje12208I
M.Cco0281III	M.Cje13105I
M.Cco0281III	M.Cje13259II
M.Cco0281III	M.Cje14980I
M.Cco0281III	M.CjeC13266I
M.Cco0281III	M.CjeFI
M.Cco0281III	M.CjeF38011I
M.Cco0281III	M.Cin12927SI
M.Cco0281III	M.Cin12928I
M.Cco0281III	M.Cla11352II
M.Cco0281III	M.Cla11845I
M.Cco0281III	M.Cla12893II
M.Cco0281III	M.Cla12894I
M.Cco0281III	M.Cpe23910I
M.Cco0281III	M.Csp16704II
M.Cco0281III	M.Csu24374I
M.Cco0281III	M.Csu24377I
M.Cco0281III	M.Cup11540II
M.Cco0281III	M.Che12470I
M.Cco0281III	M.Cup11541I
M.Cco0281III	M.Cup11840III
S.Cco2909I	S.Cco2909I
S.CoxT2I	S.CoxT2I
S.CoxT2II	S.CoxT2II
M.CoxT2IV	M.CoxT2IV
M.CoxT2IV	M.Lqu12376II
M.Cpa598I	M.Cpa598I
S.Cpa598I	S.Cpa598I
S.Cpa598II	S.Cpa598II
M.Cpa11833I	M.Cpa11833I
S.Cpa18696II	S.Cpa18696II
M.Cpa18696III	M.Cpa18696III
CpaAI	CpaAI
M.CpaAII	M.CpaAII
M.CpaAII	M.CcaP7I
M.CpaAII	M.Cco2909I
M.CpaAII	M.Ces8809II
S.CpaAII	S.CpaAII
M.CpaYL7I	M.CpaYL7I
M.CpaYL7I	M.PspRep29II
M.CpaYL7I	M.PbrB14II
M.CpaYL7I	M.PbrTC11II
M.CpaYL7I	M.PbrTS15II
M.CpaYL7I	M.PspE93II
M.CpaYL7I	M.Vpa2008I
S.CpaYL7I	S.CpaYL7I
M.CpaYL7II	M.CpaYL7II
M.CpaYL7III	M.CpaYL7III
M.CpaYL7III	M.GicID2III
M.Cpe2837I	M.Cpe2837I
M.Cpe2837I	M.Cpe3182II
M.Cpe2837I	M.Cpe8081III
M.Cpe2837I	M.Cpe8359III
M.Cpe2837I	M.Cpe8503II
M.Cpe2837I	M.Cpe8679II
M.Cpe2837I	M.Cpe10240I
M.Cpe2837I	M.Cpe10578II
M.Cpe2837I	M.Cpe10719III
M.Cpe2837I	M.Cpe11144III
M.Cpe2837I	M.CpeAVI
M.Cpe2837I	M.Cis15098II
M.Cpe2837II	M.Cpe2837II
Cpe2837III	Cpe2837III
S2.Cpe3182I	S2.Cpe3182I
S.Cpe8359I	S.Cpe8359I
S.Cpe8359II	S.Cpe8359II
S.Cpe8449I	S.Cpe8449I
M.Cpe8449II	M.Cpe8449II
M.Cpe8449II	M.Apa3564III
M.Cpe8449II	M.Awo1030II
M.Cpe8449II	M.BcoHY1II
M.Cpe8449II	M.CboST7BII
M.Cpe8449II	M2.CspLQ25I
M.Cpe8449II	M.BlmNCI
M.Cpe8449II	M.Bbi13001III
M.Cpe8449II	M.She11029I
M.Cpe8449II	M.Shy12224I
M.Cpe8449II	M.Lcr310IV
M.Cpe8449II	M.Seq6180I
M.Cpe8449II	M.Seq7022I
S.Cpe8449II	S.Cpe8449II
S.Cpe8503I	S.Cpe8503I
M.Cpe8679III	M.Cpe8679III
S.Cpe8797I	S.Cpe8797I
S.Cpe8797I	S.Cpe10613I
S.Cpe9851I	S.Cpe9851I
M.Cpe10578I	M.Cpe10578I
M.Cpe10578I	M.Cbo1195II
M.Cpe10578I	M.Cbo67190II
M.Cpe10578I	M.CboA634II
M.Cpe10578I	M.CboB305I
M.Cpe10578I	M.CboF160III
M.Cpe10578I	M.CboF634II
M.Cpe10578I	M.CboMI
M.Cpe10578I	M.Cch7528I
M.Cpe10578I	M.Cpe3182I
M.Cpe10578I	M.Cpe8081I
M.Cpe10578I	M.Cte500II
M.Cpe10578I	M.Lba428I
M.Cpe10578I	M.Fpr95bI
M.Cpe10578I	M.LbaF0428I
M.Cpe10578I	M.Pje697II
M.Cpe10578I	M.PjeF0106VIII
M.Cpe10578I	M.Pme0300I
M.Cpe10578I	M.Pme0301I
M.Cpe10578I	M1.PspE1514I
M.Cpe10578I	M.PspF0648II
S.Cpe10578I	S.Cpe10578I
M1.Cpe10578III	M1.Cpe10578III
M2.Cpe10578III	M2.Cpe10578III
M.Cpe10578IV	M.Cpe10578IV
S1.Cpe10614I	S1.Cpe10614I
S2.Cpe10614I	S2.Cpe10614I
S2.Cpe10614I	S2.Cpe8679I
S3.Cpe10614I	S3.Cpe10614I
M.Cpe10719I	M.Cpe10719I
M.Cpe10719I	M.CboBDI
S.Cpe10719I	S.Cpe10719I
M.Cpe10719II	M.Cpe10719II
M.Cpe10719II	M.Cpe8081II
S.Cpe11144I	S.Cpe11144I
M.Cpe11144II	M.Cpe11144II
M.Cpe11144II	M.CpeAV
S.Cpe23910II	S.Cpe23910II
M.CpeAI	M.CpeAI
M.CpeAI	M.Cpe8359I
M.CpeAI	M.Cpe8503I
M.CpeAI	M.Cpe11144I
S.CpeAI	S.CpeAI
M.CpeAII	M.CpeAII
M.CpeAIII	M.CpeAIII
M.CpeAIII	M.Cpe8678II
M.CpeAIV	M.CpeAIV
M.CpeAVII	M.CpeAVII
M.Cph17I	M.Cph17I
CphBI	CphBI
M.Cpi1782I	M.Cpi1782I
S.Cpi1782I	S.Cpi1782I
M.Cpi11862I	M.Cpi11862I
M.Cpi11862I	M.Cam7243I
M.Cpi11862I	M.Cau700975I
M.Cpi11862I	M.CsiBAA15III
M.Cpi11862I	M.Cst764I
M.Cpi11862I	M.Cst9755I
M.Cpi11862I	M.Cst69329I
M.Cpi11862I	M.Cre11140II
M.Cpi11862I	M.Cur12011III
S.Cpi11862I	S.Cpi11862I
M.Cpi11862II	M.Cpi11862II
S.Cpo1II	S.Cpo1II
S2.Cpu9836I	S2.Cpu9836I
Fna13121I	Fna13121I
S.Fna13121II	S.Fna13121II
S.Fne10723I	S.Fne10723I
M.Fne10723II	M.Fne10723II
M.Fne13726I	M.Fne13726I
M.Fnn23II	M.Fnn23II
M.Fnn23II	M.Fnn25III
M.Fnn23II	M1.Fnu042ORF5680
M.Fnn25I	M.Fnn25I
M.Fnn25II	M.Fnn25II
M.Fnn25II	M.Fnn23I
M.Fnn25II	M.Bhy27164III
M.FnoB1I	M.FnoB1I
M.FnoB1I	M.FchCBS1I
S.FnoB1I	S.FnoB1I
M.Fnu419II	M.Fnu419II
S.Fnu419III	S.Fnu419III
M.Fnu10562II	M.Fnu10562II
M.Fnu10562III	M.Fnu10562III
